Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class,KMEANS-prediction,GMM-prediction,BisKMeans-prediction
PS2,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,M,Aceptable,2,0,0
PS2,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32,E,Malo,2,0,0
PS2,Adventure,Sony Computer Entertainment,0.21,0.16,0.0,0.05,0.42,T,Aceptable,2,0,0
PS2,Adventure,TDK Mediactive,0.06,0.05,0.0,0.02,0.12,T,Malo,2,3,0
PS2,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,E,Malo,2,3,0
PS2,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,E10+,Malo,2,3,0
PS2,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,T,Malo,2,3,0
PS2,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,E,Malo,2,3,0
PS2,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55,T,Aceptable,0,0,0
PS2,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12,M,Aceptable,2,3,0
PS2,Adventure,Vivendi Games,0.17,0.13,0.0,0.04,0.34,M,Aceptable,2,0,0
PS2,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,T,Bueno,2,3,0
PS2,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,T,Bueno,2,1,0
PS2,Fighting,Acclaim Entertainment,0.15,0.11,0.0,0.04,0.3,T,Malo,2,0,0
PS2,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76,T,Malo,0,0,1
PS2,Fighting,Activision,0.23,0.18,0.0,0.06,0.47,T,Aceptable,2,0,0
PS2,Fighting,Atari,0.05,0.04,0.0,0.01,0.09,T,Aceptable,2,3,0
PS2,Fighting,Atari,0.09,0.07,0.19,0.02,0.37,T,Bueno,2,1,0
PS2,Fighting,Atari,0.1,0.08,0.0,0.03,0.21,T,Malo,2,3,0
PS2,Fighting,Atari,0.23,0.18,0.0,0.06,0.47,T,Aceptable,2,0,0
PS2,Fighting,Atari,0.36,0.01,0.0,0.06,0.44,T,Bueno,2,0,0
PS2,Fighting,Atari,0.38,0.01,0.0,0.06,0.46,T,Malo,2,0,0
PS2,Fighting,Atari,0.5,0.02,0.0,0.08,0.61,T,Bueno,0,0,0
PS2,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,T,Bueno,0,0,1
PS2,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,T,Bueno,5,6,1
PS2,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,T,Bueno,5,6,2
PS2,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,T,Bueno,5,7,2
PS2,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,T,Aceptable,3,4,2
PS2,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,T,Aceptable,2,3,0
PS2,Fighting,Capcom,0.1,0.08,0.0,0.03,0.2,T,Malo,2,3,0
PS2,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,T,Excelente,0,6,1
PS2,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,T,Malo,2,1,0
PS2,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,M,Malo,2,3,0
PS2,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,0.87,T,Excelente,0,0,1
PS2,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,M,Excelente,5,0,1
PS2,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94,T,Excelente,5,5,2
PS2,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,T,Bueno,2,6,0
PS2,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07,T,Malo,2,3,0
PS2,Fighting,Global Star,0.09,0.07,0.0,0.02,0.18,T,Malo,2,3,0
PS2,Fighting,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08,T,Aceptable,2,1,0
PS2,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04,T,Aceptable,2,3,0
PS2,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,T,Bueno,2,3,0
PS2,Fighting,Ignition Entertainment,0.16,0.13,0.0,0.04,0.33,T,Aceptable,2,0,0
PS2,Fighting,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,M,Aceptable,2,0,0
PS2,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88,M,Excelente,5,5,2
PS2,Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49,M,Bueno,5,5,2
PS2,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,T,Malo,2,3,0
PS2,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,T,Excelente,0,6,1
PS2,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,T,Excelente,3,2,2
PS2,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06,T,Excelente,5,6,2
PS2,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,T,Bueno,3,7,2
PS2,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,T,Excelente,3,7,2
PS2,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86,T,Bueno,0,0,1
PS2,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,T,Bueno,2,3,0
PS2,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,T,Bueno,2,3,0
PS2,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54,T,Excelente,0,0,0
PS2,Fighting,THQ,0.15,0.11,0.0,0.04,0.3,M,Bueno,2,0,0
PS2,Fighting,THQ,0.69,0.0,0.0,0.55,1.24,T,Bueno,0,7,1
PS2,Fighting,Ubisoft,0.16,0.12,0.0,0.04,0.32,T,Aceptable,2,0,0
PS2,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39,M,Aceptable,2,1,0
PS2,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,T,Bueno,2,1,0
PS2,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,T,Bueno,2,1,0
PS2,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18,M,Malo,2,3,0
PS2,Misc,Activision,0.1,0.02,0.0,0.2,0.32,T,Excelente,2,5,0
PS2,Misc,Activision,0.28,0.3,0.0,0.54,1.12,T,Bueno,0,7,1
PS2,Misc,Activision,0.39,0.01,0.0,0.06,0.47,E10+,Malo,2,0,0
PS2,Misc,Activision,0.61,0.0,0.0,0.18,0.79,T,Bueno,0,5,1
PS2,Misc,Agetec,0.04,0.03,0.0,0.01,0.08,T,Bueno,2,3,0
PS2,Misc,Atari,0.33,0.01,0.0,0.05,0.4,E,Aceptable,2,0,0
PS2,Misc,Brash Entertainment,0.04,0.03,0.0,0.01,0.07,E,Malo,2,3,0
PS2,Misc,Capcom,0.22,0.17,0.05,0.06,0.51,T,Bueno,2,1,0
PS2,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,T,Bueno,2,3,0
PS2,Misc,Eidos Interactive,0.07,0.06,0.0,0.02,0.15,T,Malo,2,3,0
PS2,Misc,Electronic Arts,0.71,0.06,0.0,0.35,1.11,T,Excelente,0,5,1
PS2,Misc,Jester Interactive,0.02,0.01,0.0,0.0,0.04,E,Bueno,2,3,0
PS2,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,E,Bueno,2,3,0
PS2,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,E,Excelente,2,0,0
PS2,Misc,Konami Digital Entertainment,0.17,0.13,0.0,0.04,0.35,E,Excelente,2,0,0
PS2,Misc,Mastiff,0.03,0.02,0.0,0.01,0.06,T,Bueno,2,3,0
PS2,Misc,Myelin Media,0.04,0.03,0.0,0.01,0.07,T,Aceptable,2,3,0
PS2,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,T,Malo,2,1,0
PS2,Misc,Play It,0.8,0.03,0.0,0.13,0.95,E,Aceptable,0,0,1
PS2,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07,E,Bueno,2,3,0
PS2,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11,T,Aceptable,0,0,1
PS2,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38,T,Excelente,5,5,2
PS2,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,T,Excelente,3,2,3
PS2,Misc,Sony Computer Entertainment,0.04,1.08,0.0,0.32,1.44,E10+,Bueno,0,5,1
PS2,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,E,Bueno,2,3,0
PS2,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,T,Excelente,2,3,0
PS2,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,E,Excelente,2,3,0
PS2,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24,E,Malo,2,3,0
PS2,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.38,E10+,Bueno,2,0,0
PS2,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51,E,Malo,2,0,0
PS2,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,E,Excelente,3,2,2
PS2,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29,E,Malo,2,0,0
PS2,Misc,THQ,0.02,0.02,0.0,0.01,0.05,E,Excelente,2,3,0
PS2,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,T,Aceptable,2,3,0
PS2,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,E,Aceptable,2,3,0
PS2,Misc,Vivendi Games,0.27,0.21,0.0,0.07,0.56,E,Malo,0,0,0
PS2,Platform,Activision,0.31,0.24,0.0,0.08,0.64,T,Malo,0,0,0
PS2,Platform,Activision,0.74,0.03,0.01,0.12,0.9,T,Malo,0,5,1
PS2,Platform,Activision,0.78,0.45,0.0,0.07,1.31,E10+,Aceptable,0,0,1
PS2,Platform,Activision,1.12,0.69,0.03,0.02,1.86,E,Bueno,5,5,2
PS2,Platform,Atari,0.08,0.06,0.0,0.02,0.16,E,Aceptable,2,3,0
PS2,Platform,Atari,0.14,0.11,0.0,0.04,0.28,T,Aceptable,2,3,0
PS2,Platform,Capcom,0.14,0.11,0.0,0.04,0.29,E,Aceptable,2,0,0
PS2,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,T,Excelente,0,0,1
PS2,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05,E,Aceptable,2,3,0
PS2,Platform,Electronic Arts,0.26,0.2,0.0,0.07,0.53,E,Bueno,0,0,0
PS2,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17,E,Aceptable,0,0,1
PS2,Platform,JoWood Productions,0.01,0.01,0.0,0.0,0.02,E,Malo,2,3,0
PS2,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,E,Malo,2,3,0
PS2,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,E,Malo,2,0,0
PS2,Platform,Konami Digital Entertainment,0.6,0.47,0.0,0.16,1.23,E,Malo,0,0,1
PS2,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09,T,Excelente,2,3,0
PS2,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05,T,Aceptable,2,3,0
PS2,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,E10+,Malo,2,3,0
PS2,Platform,Midway Games,0.14,0.11,0.0,0.04,0.28,T,Aceptable,2,3,0
PS2,Platform,Midway Games,0.34,0.01,0.0,0.06,0.41,E,Malo,2,0,0
PS2,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,E,Aceptable,2,3,0
PS2,Platform,Natsume,0.01,0.01,0.0,0.0,0.02,E10+,Malo,2,3,0
PS2,Platform,Sega,0.37,0.04,0.0,0.36,0.76,E10+,Aceptable,0,5,1
PS2,Platform,Sega,0.5,0.02,0.0,0.08,0.6,E10+,Malo,0,0,0
PS2,Platform,Sega,1.04,1.37,0.06,0.49,2.96,E,Aceptable,3,5,2
PS2,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,E,Bueno,2,3,0
PS2,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,E10+,Bueno,2,3,0
PS2,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,E,Excelente,0,6,0
PS2,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,E,Excelente,2,1,0
PS2,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6,E10+,Aceptable,0,5,0
PS2,Platform,Sony Computer Entertainment,0.22,0.17,0.0,0.06,0.46,E10+,Bueno,2,0,0
PS2,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,M,Bueno,0,6,1
PS2,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83,E10+,Excelente,0,0,1
PS2,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,E,Excelente,5,0,1
PS2,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85,T,Excelente,5,5,2
PS2,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,T,Excelente,5,5,2
PS2,Platform,THQ,0.21,0.0,0.0,0.54,0.75,E,Aceptable,0,7,1
PS2,Platform,THQ,0.3,0.24,0.0,0.08,0.62,E,Bueno,0,0,0
PS2,Platform,THQ,0.56,0.44,0.0,0.15,1.15,E,Aceptable,0,0,1
PS2,Platform,THQ,1.06,0.54,0.0,0.16,1.76,E,Bueno,5,0,1
PS2,Platform,THQ,1.08,0.45,0.0,0.14,1.67,E,Bueno,5,0,1
PS2,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09,E,Aceptable,2,3,0
PS2,Platform,Ubisoft,0.04,0.03,0.0,0.01,0.08,E,Bueno,2,3,0
PS2,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12,E,Malo,2,3,0
PS2,Platform,Ubisoft,0.15,0.11,0.0,0.04,0.3,E,Excelente,2,0,0
PS2,Platform,Ubisoft,0.2,0.16,0.0,0.05,0.41,E,Malo,2,0,0
PS2,Platform,Universal Interactive,0.74,0.95,0.0,0.28,1.97,E,Malo,5,5,2
PS2,Platform,Vivendi Games,0.19,0.15,0.0,0.05,0.39,E10+,Aceptable,2,0,0
PS2,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5,E10+,Bueno,2,0,0
PS2,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54,E,Malo,0,0,0
PS2,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,E,Aceptable,0,0,0
PS2,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,E,Aceptable,0,0,0
PS2,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5,E,Malo,2,0,0
PS2,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12,E10+,Bueno,2,3,0
PS2,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52,E,Excelente,2,0,0
PS2,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,T,Aceptable,2,3,0
PS2,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15,E,Malo,2,3,0
PS2,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17,E,Malo,2,3,0
PS2,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,T,Malo,2,3,0
PS2,Racing,Acclaim Entertainment,0.2,0.15,0.0,0.05,0.4,E,Aceptable,2,0,0
PS2,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74,E,Bueno,0,0,1
PS2,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85,E,Excelente,0,0,1
PS2,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,T,Excelente,5,5,2
PS2,Racing,Activision,0.13,0.1,0.0,0.03,0.26,E,Bueno,2,3,0
PS2,Racing,Atari,0.04,0.03,0.0,0.01,0.08,E,Bueno,2,3,0
PS2,Racing,Atari,0.12,0.1,0.03,0.03,0.28,M,Aceptable,2,1,0
PS2,Racing,Atari,0.16,0.13,0.0,0.04,0.34,E,Aceptable,2,0,0
PS2,Racing,Atari,0.76,0.59,0.0,0.2,1.55,T,Bueno,5,0,1
PS2,Racing,Atari,0.95,0.21,0.01,0.18,1.34,T,Bueno,0,5,1
PS2,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15,T,Malo,2,3,0
PS2,Racing,Capcom,0.05,0.04,0.0,0.01,0.1,E,Aceptable,2,3,0
PS2,Racing,Capcom,0.19,0.15,0.0,0.05,0.39,E,Aceptable,2,0,0
PS2,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4,E,Excelente,0,5,1
PS2,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08,E10+,Excelente,2,3,0
PS2,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,T,Excelente,2,3,0
PS2,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,E,Bueno,5,6,1
PS2,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13,T,Aceptable,2,3,0
PS2,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,T,Aceptable,2,3,0
PS2,Racing,Eidos Interactive,0.3,0.24,0.0,0.08,0.62,T,Aceptable,0,0,0
PS2,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,E,Excelente,2,1,0
PS2,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,E,Malo,2,3,0
PS2,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7,E,Aceptable,0,0,1
PS2,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,E,Excelente,0,0,1
PS2,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,E,Bueno,0,0,1
PS2,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,E,Excelente,0,0,1
PS2,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,E,Excelente,0,0,1
PS2,Racing,Electronic Arts,0.6,0.46,0.0,0.16,1.22,E,Excelente,0,0,1
PS2,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41,E10+,Aceptable,5,7,2
PS2,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41,E,Excelente,0,0,1
PS2,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,E10+,Excelente,0,0,1
PS2,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,T,Excelente,5,5,2
PS2,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11,E,Excelente,5,5,2
PS2,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,T,Aceptable,3,5,2
PS2,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,T,Excelente,3,2,3
PS2,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,E,Excelente,7,2,3
PS2,Racing,Empire Interactive,0.19,0.15,0.0,0.05,0.38,T,Aceptable,2,0,0
PS2,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84,T,Aceptable,0,0,1
PS2,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,E,Malo,0,0,1
PS2,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48,E,Excelente,2,0,0
PS2,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,E,Bueno,2,1,0
PS2,Racing,Jester Interactive,0.33,0.01,0.0,0.05,0.4,E,Bueno,2,0,0
PS2,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,0.15,E,Aceptable,2,3,0
PS2,Racing,LucasArts,0.15,0.12,0.0,0.04,0.31,E,Bueno,2,0,0
PS2,Racing,Midas Interactive Entertainment,0.04,0.03,0.0,0.01,0.08,E,Aceptable,2,3,0
PS2,Racing,Midway Games,0.01,0.01,0.0,0.0,0.02,T,Malo,2,3,0
PS2,Racing,Midway Games,0.04,0.03,0.0,0.01,0.09,T,Aceptable,2,3,0
PS2,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36,T,Malo,2,0,0
PS2,Racing,Midway Games,0.24,0.19,0.0,0.06,0.49,T,Malo,2,0,0
PS2,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67,T,Excelente,5,5,1
PS2,Racing,Monster Games,0.28,0.22,0.0,0.07,0.58,E,Excelente,0,0,0
PS2,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,E,Malo,2,3,0
PS2,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,T,Malo,2,3,0
PS2,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,E,Bueno,2,1,0
PS2,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04,0.28,T,Aceptable,2,3,0
PS2,Racing,Play It,0.04,0.03,0.0,0.01,0.09,E,Excelente,2,3,0
PS2,Racing,Play It,0.52,0.4,0.0,0.14,1.06,T,Aceptable,0,0,1
PS2,Racing,Sega,0.02,0.01,0.01,0.0,0.05,E,Excelente,2,1,0
PS2,Racing,Sega,0.09,0.07,0.0,0.02,0.18,E,Malo,2,3,0
PS2,Racing,Sega,0.42,0.02,0.0,0.07,0.5,E,Malo,0,0,0
PS2,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,E,Aceptable,2,3,0
PS2,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,T,Malo,2,3,0
PS2,Racing,Sony Computer Entertainment,0.07,0.03,0.0,0.25,0.34,T,Bueno,2,5,0
PS2,Racing,Sony Computer Entertainment,0.12,0.1,0.0,0.03,0.25,E,Excelente,2,3,0
PS2,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,E,Bueno,2,3,0
PS2,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,T,Bueno,2,0,0
PS2,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55,T,Bueno,0,0,0
PS2,Racing,Sony Computer Entertainment,2.07,0.26,0.0,0.08,2.41,E,Excelente,5,5,2
PS2,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66,E,Excelente,6,7,4
PS2,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2,E,Bueno,0,0,1
PS2,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33,E,Malo,0,0,1
PS2,Racing,THQ,0.17,0.13,0.0,0.04,0.35,T,Malo,2,0,0
PS2,Racing,THQ,0.21,0.16,0.0,0.05,0.42,E,Malo,2,0,0
PS2,Racing,THQ,0.23,0.18,0.0,0.06,0.47,E,Malo,2,0,0
PS2,Racing,THQ,0.24,0.19,0.0,0.06,0.5,E,Excelente,2,0,0
PS2,Racing,THQ,0.26,0.2,0.0,0.07,0.53,T,Aceptable,0,0,0
PS2,Racing,THQ,0.27,0.21,0.0,0.07,0.56,E,Bueno,0,0,0
PS2,Racing,THQ,0.29,0.23,0.0,0.08,0.59,E,Aceptable,0,0,0
PS2,Racing,THQ,0.86,0.03,0.0,0.14,1.03,E,Bueno,0,0,1
PS2,Racing,THQ,0.94,0.73,0.0,0.25,1.92,E,Excelente,5,5,2
PS2,Racing,THQ,1.01,0.04,0.0,0.16,1.21,E,Bueno,0,0,1
PS2,Racing,THQ,1.92,0.2,0.0,0.06,2.18,E,Excelente,5,5,2
PS2,Racing,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,T,Bueno,5,0,1
PS2,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,E10+,Excelente,0,0,1
PS2,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,T,Excelente,5,5,1
PS2,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,T,Bueno,5,5,2
PS2,Racing,Titus,0.02,0.02,0.0,0.01,0.05,E,Malo,2,3,0
PS2,Racing,Ubisoft,0.14,0.11,0.0,0.04,0.28,E,Malo,2,3,0
PS2,Racing,Ubisoft,0.29,0.23,0.0,0.08,0.6,E,Aceptable,0,0,0
PS2,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,T,Malo,0,0,0
PS2,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,E10+,Aceptable,0,0,0
PS2,Racing,Zoo Digital Publishing,0.35,0.01,0.0,0.06,0.42,T,Malo,2,0,0
PS2,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,T,Bueno,2,1,0
PS2,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,E,Bueno,2,3,0
PS2,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04,T,Bueno,2,3,0
PS2,Role-Playing,505 Games,0.14,0.11,0.0,0.04,0.28,T,Bueno,2,3,0
PS2,Role-Playing,Activision,0.15,0.12,0.0,0.04,0.31,T,Malo,2,0,0
PS2,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,T,Excelente,0,0,1
PS2,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.82,T,Excelente,0,0,1
PS2,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,T,Aceptable,2,3,0
PS2,Role-Playing,Atari,0.08,0.06,0.0,0.02,0.15,E,Malo,2,3,0
PS2,Role-Playing,Atari,0.14,0.11,0.17,0.04,0.46,T,Aceptable,2,1,0
PS2,Role-Playing,Atari,0.23,0.18,0.2,0.06,0.68,T,Bueno,0,6,0
PS2,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27,T,Bueno,0,6,1
PS2,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11,T,Excelente,2,3,0
PS2,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13,M,Bueno,2,3,0
PS2,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82,M,Excelente,0,6,1
PS2,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14,T,Aceptable,2,3,0
PS2,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03,T,Aceptable,2,3,0
PS2,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19,T,Bueno,2,3,0
PS2,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,T,Aceptable,2,1,0
PS2,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,T,Aceptable,2,3,0
PS2,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38,T,Aceptable,2,1,0
PS2,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,E10+,Aceptable,2,3,0
PS2,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,0.13,E,Aceptable,2,3,0
PS2,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,T,Aceptable,2,1,0
PS2,Role-Playing,Ghostlight,0.04,0.03,0.0,0.01,0.08,M,Excelente,2,3,0
PS2,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13,M,Bueno,2,3,0
PS2,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.38,M,Excelente,2,1,0
PS2,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,T,Aceptable,2,1,0
PS2,Role-Playing,Interplay,0.34,0.26,0.0,0.09,0.68,T,Bueno,0,0,1
PS2,Role-Playing,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08,T,Malo,2,3,0
PS2,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,T,Bueno,2,1,0
PS2,Role-Playing,Konami Digital Entertainment,0.29,0.23,0.38,0.08,0.98,T,Excelente,0,6,1
